,Ticker,Nazwa2,rok,ta,txt,pi,str,xrd,ni,ppent,intant,dlc,dltt,capex,revenue,cce,adv,etr,diff,roa,lev,intan,rd,ppe,sale,cash_holdings,adv_expenditure,capex2,cfc,dta,capex2_scaled,y_v2x_polyarchy,y_e_p_polity,y_BR_Democracy,WB_GDPgrowth,WB_GDPpc,WB_Inflation,rr_per_country,rr_per_sector,sektor_consumer discretionary,sektor_consumer staples,sektor_energy,sektor_health care,sektor_industrials,sektor_materials,sektor_real estate,sektor_technology,sektor_utilities,gielda_2,gielda_3,gielda_4,gielda_5,ta_log,"txt_cat_(-63.011, -34.811]","txt_cat_(-34.811, 0.488]","txt_cat_(0.488, 24.415]","txt_cat_(24.415, 25.05]","txt_cat_(25.05, 308.55]","txt_cat_(308.55, 327.531]","txt_cat_(327.531, inf]","pi_cat_(-8975.0, -1.523]","pi_cat_(-1.523, 157.119]","pi_cat_(157.119, 465.9]","pi_cat_(465.9, 7875.5]","pi_cat_(7875.5, 8108.5]","pi_cat_(8108.5, inf]","str_cat_(0.0875, 0.192]","str_cat_(0.192, 0.28]","str_cat_(0.28, inf]",xrd_exists,ni_profit,ni_profit_20000,ppent_sqrt,intant_sqrt,"dlc_cat_(42.262, 176.129]","dlc_cat_(176.129, 200.9]","dlc_cat_(200.9, inf]","dltt_cat_(39.38, 327.85]","dltt_cat_(327.85, 876.617]","dltt_cat_(876.617, inf]","capex_cat_(7.447, 79.55]","capex_cat_(79.55, 5451.0]","capex_cat_(5451.0, inf]","revenue_cat_(0.174, 1248.817]","revenue_cat_(1248.817, 4233.587]","revenue_cat_(4233.587, inf]","cce_cat_(5.619, 63.321]","cce_cat_(63.321, inf]","adv_cat_(0.3, 874.5]","adv_cat_(874.5, inf]",diff_positive,roa_clip,lev_sqrt,intan_pow2,rd_sqrt,ppe_clip,cash_holdings_sqrt,adv_expenditure_positive,diff_dta,cfc_dta,etr_y_past,etr_y_ma,diff_ma,roa_ma,lev_ma,intan_ma,ppe_ma,sale_ma,cash_holdings_ma,roa_past,lev_past,intan_past,ppe_past,sale_past,cash_holdings_past
10,11B PW Equity,11 bit studios SA,2015,32.81800079345703,3.114799976348877,14.68029975891113,0.1899999976158142,0.0,11.56560039520264,0.4379999935626984,6.388100147247314,0.0,0.0,2.890700101852417,23.17009925842285,22.97139930725098,0.0,0.1780901250983711,-0.0221755047582536,0.352416360399031,0.0,0.194652324724208,0.0,0.0133463338098895,0.5341619995499952,0.6999633966682949,0.0,6.599772019034566,1,0,0.00612507853121,0.866,10,1,3.839071339,12572.30788,-0.874125874,-0.0994412810167139,-0.0072660158336976,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4909771695304532,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0.6618156794476076,2.5274691189502816,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.352416360399031,0.0,0.037889527520538514,0.0,0.0133463338098895,0.8366381515734833,0,-0.0,0,0.2121755023740679,0.20195970258517126,-0.01328455707174955,0.2724945389990262,0.0,0.0603439703134554,0.0060344113368378995,0.47332398304230605,0.3923226838524055,0.4292499872346401,0.0,0.067122456502036,0.0048150439661379,0.5451427770564286,0.3552721557005133
12,1AT PW Equity,Atal SA/Poland,2005,1105.635009765625,13.38499927520752,100.2316665649414,0.1899999976158142,0.0,84.26067352294922,6.867833614349365,63.09183120727539,145.0311737060547,154.7078247070312,0.9820000529289246,430.7353210449219,123.2056655883789,0.0,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0,0.1429854169555265,0,0,0.0001327010849987,0.877,10,1,3.493667637,8021.003655,2.183798724,0.3348681472371475,-0.0735389028325564,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00817511836374,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.6206551879919964,7.943036648994854,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0762102075085438,0.5206738120403686,0.0032562871940537332,0.0,0.0062116643862473,0.33381776766311033,0,0.0,0,0.1335406237761716,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
13,1AT PW Equity,Atal SA/Poland,2006,1105.635009765625,13.38499927520752,100.2316665649414,0.1899999976158142,0.0,84.26067352294922,6.867833614349365,63.09183120727539,145.0311737060547,154.7078247070312,0.9820000529289246,430.7353210449219,123.2056655883789,0.0,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0,0.1429854169555265,0,0,0.0001327010849987,0.884,10,1,6.179641346,9038.730847,1.284693944,0.4213960255340266,0.1723363907271954,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00817511836374,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.6206551879919964,7.943036648994854,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0762102075085438,0.5206738120403686,0.0032562871940537332,0.0,0.0062116643862473,0.33381776766311033,0,0.0,0,0.1335406237761716,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
14,1AT PW Equity,Atal SA/Poland,2007,1105.635009765625,13.38499927520752,100.2316665649414,0.1899999976158142,0.0,84.26067352294922,6.867833614349365,63.09183120727539,145.0311737060547,154.7078247070312,0.9820000529289246,430.7353210449219,123.2056655883789,0.0,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0,0.1429854169555265,0,0,0.0001327010849987,0.887,10,1,7.034828301,11255.4367,2.458743124,0.104220159456467,-0.1432108547093197,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00817511836374,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.6206551879919964,7.943036648994854,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0762102075085438,0.5206738120403686,0.0032562871940537332,0.0,0.0062116643862473,0.33381776766311033,0,0.0,0,0.1335406237761716,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
15,1AT PW Equity,Atal SA/Poland,2008,1105.635009765625,13.38499927520752,100.2316665649414,0.1899999976158142,0.0,84.26067352294922,6.867833614349365,63.09183120727539,145.0311737060547,154.7078247070312,0.9820000529289246,430.7353210449219,123.2056655883789,0.0,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0,0.1429854169555265,0,0,0.0001327010849987,0.869,10,1,4.249608503,14001.44688,4.164971935,-0.5111781338360037,-0.3472430932840133,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00817511836374,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.6206551879919964,7.943036648994854,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0762102075085438,0.5206738120403686,0.0032562871940537332,0.0,0.0062116643862473,0.33381776766311033,0,0.0,0,0.1335406237761716,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
16,1AT PW Equity,Atal SA/Poland,2009,1105.635009765625,13.38499927520752,100.2316665649414,0.1899999976158142,0.0,84.26067352294922,6.867833614349365,63.09183120727539,145.0311737060547,154.7078247070312,0.9820000529289246,430.7353210449219,123.2056655883789,0.0,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0,0.1429854169555265,0,0,0.0001327010849987,0.878,10,1,2.820259759,11527.59323,3.795392425,0.4297156015131687,0.3876623376623376,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00817511836374,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.6206551879919964,7.943036648994854,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0762102075085438,0.5206738120403686,0.0032562871940537332,0.0,0.0062116643862473,0.33381776766311033,0,0.0,0,0.1335406237761716,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
17,1AT PW Equity,Atal SA/Poland,2010,1105.635009765625,13.38499927520752,100.2316665649414,0.1899999976158142,0.0,84.26067352294922,6.867833614349365,63.09183120727539,145.0311737060547,154.7078247070312,0.9820000529289246,430.7353210449219,123.2056655883789,0.0,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0,0.1429854169555265,0,0,0.0001327010849987,0.888,10,1,3.606928261,12599.53358,2.580693703,0.1826325265650799,0.2572960095294819,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00817511836374,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.6206551879919964,7.943036648994854,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0762102075085438,0.5206738120403686,0.0032562871940537332,0.0,0.0062116643862473,0.33381776766311033,0,0.0,0,0.1335406237761716,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
18,1AT PW Equity,Atal SA/Poland,2011,1105.635009765625,13.38499927520752,100.2316665649414,0.1899999976158142,0.0,84.26067352294922,6.867833614349365,63.09183120727539,145.0311737060547,154.7078247070312,0.9820000529289246,430.7353210449219,123.2056655883789,0.0,0.198656522896299,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0,0.1429854169555265,0,0,0.0001327010849987,0.892,10,1,5.0172352,13893.50926,4.239401496,-0.2109940330482493,0.0441579535072581,1,0,0,0,0,0,0,0,0,0,0,0,0,7.00817511836374,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.6206551879919964,7.943036648994854,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0762102075085438,0.5206738120403686,0.0032562871940537332,0.0,0.0062116643862473,0.33381776766311033,0,0.0,0,0.1335406237761716,0.1335406237761716,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
19,1AT PW Equity,Atal SA/Poland,2012,572.64501953125,7.422999858856201,37.36600112915039,0.1899999976158142,0.0,29.79199981689453,5.717000007629395,63.0629997253418,83.98999786376953,119.5609970092773,0.7739999890327454,173.8739929199219,5.619999885559082,0.0,0.0927639363652005,-0.0086565252804848,0.0520252491522258,0.3554575486217754,0.1101258154256947,0.0,0.0099834973022364,0.2651550728682459,0.009814107682556,0.0,0.1353856896973647,0,0,0.0001256479737492,0.922,10,1,1.607906645,13145.53926,3.560371517,0.2583451826473545,0.2186791107654417,1,0,0,0,0,0,0,0,0,0,0,0,0,6.350266012575921,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.391024886451288,7.941221551206199,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0520252491522258,0.596202607023632,0.012127695223174178,0.0,0.0099834973022364,0.09906617829792366,0,-0.0,0,0.198656522896299,0.1660985733362353,0.0564593738396425,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823,0.0762102075085438,0.271101218544649,0.0570638869518519,0.0062116643862473,0.3290028670718699,0.1114343020075823
20,1AT PW Equity,Atal SA/Poland,2013,761.0159912109375,3.519000053405762,37.93500137329102,0.1899999976158142,0.0,33.25,5.942999839782715,63.14099884033203,95.36699676513672,96.83799743652344,0.6340000033378601,234.3000030517578,76.79399871826172,0.0,0.167763063948341,0.0972360612506137,0.0436915917457821,0.2525636733281009,0.0829693456767726,0.0,0.0078092969246627,0.2684058978549157,0.1009098358052453,0.0,0.1066801313191757,0,0,9.900708390611e-05,0.872,10,1,1.391892321,13781.06261,0.991982606,0.0692768509487377,0.3970956434651978,1,0,0,0,0,0,0,0,0,0,0,0,0,6.634654371058696,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2.43782686829535,7.9461310611096785,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0436915917457821,0.5025571343918032,0.006883912322031784,0.0,0.0078092969246627,0.31766308536757193,0,0.0,0,0.0927639363652005,0.14571022963074975,0.02390142427957885,0.0641177283303848,0.3132793835832122,0.0835948511887733,0.00809758084424185,0.2970789699700579,0.06062420484506915,0.0520252491522258,0.3554575486217754,0.1101258154256947,0.0099834973022364,0.2651550728682459,0.009814107682556
